instrument_token,exchange_token,tradingsymbol,name,last_price,expiry,strike,tick_size,lot_size,instrument_type,segment,exchange
129289220,505036,ACGL,AUTOMOBILE CORPORATION OF GOA,0.0,,0.0,0.05,1,EQ,BSE,BSE
3078145,12024,ACI,ARCHEAN CHEMICAL IND,0.0,,0.0,0.05,1,EQ,NSE,NSE
132443140,517356,ACIIN,ACI INFOCOM,0.0,,0.0,0.01,1,EQ,BSE,BSE
135691012,530043,ACKNIT,ACKNIT INDUSTRIES,0.0,,0.0,0.05,1,EQ,BSE,BSE
3947521,15420,ACL,ANDHRA CEMENTS,0.0,,0.0,0.01,1,EQ,NSE,NSE
138084100,539391,ACME,ACME RESOURCES ,0.0,,0.0,0.01,1,EQ,BSE,BSE
6927617,27061,ACMESOLAR,ACME SOLAR HOLDINGS,0.0,,0.0,0.01,1,EQ,NSE,NSE
131366148,513149,ACROW,ACROW INDIA,0.0,,0.0,0.05,1,EQ,BSE,BSE
135870724,530745,ACSTECH,ACS TECHNOLOGIES,0.0,,0.0,0.01,1,EQ,BSE,BSE
138532868,541144,ACTIVE,ACTIVE CLOTHING CO  ,0.0,,0.0,0.05,1,EQ,BSE,BSE
1427969,5578,ACUTAAS,ACUTAAS CHEMICALS,0.0,,0.0,0.1,1,EQ,NSE,NSE
2615553,10217,ADANIENSOL,ADANI ENERGY SOLUTION,0.0,,0.0,0.05,1,EQ,NSE,NSE
6401,25,ADANIENT,ADANI ENTERPRISES,0.0,,0.0,0.1,1,EQ,NSE,NSE
912129,3563,ADANIGREEN,ADANI GREEN ENERGY,0.0,,0.0,0.1,1,EQ,NSE,NSE
3861249,15083,ADANIPORTS,ADANI PORT & SEZ,0.0,,0.0,0.1,1,EQ,NSE,NSE
4451329,17388,ADANIPOWER,ADANI POWER,0.0,,0.0,0.01,1,EQ,NSE,NSE
134838020,526711,ADARSHPL,ADARSH PLANT PROTECT,0.0,,0.0,0.01,1,EQ,BSE,BSE
133993220,523411,ADCINDIA,ADC INDIA COMMUNICATIONS LIMIT,0.0,,0.0,0.05,1,EQ,BSE,BSE
138113540,539506,ADCON,ADCON CAPITAL SERVICES ,0.0,,0.0,0.01,1,EQ,BSE,BSE
130010116,507852,ADDIND,ADDI INDUSTRIES,0.0,,0.0,0.05,1,EQ,BSE,BSE
5058817,19761,ADFFOODS,ADF FOODS,0.0,,0.0,0.01,1,EQ,NSE,NSE
138032388,539189,ADHBHUTIN,ADHBHUT INFRASTRUCTURE,0.0,,0.0,0.01,1,EQ,BSE,BSE
136009220,531286,ADHHATA,ADHATA GLOBAL,0.0,,0.0,0.01,1,EQ,BSE,BSE
131612932,514113,ADINATH,ADINATH TEXTILES,0.0,,0.0,0.01,1,EQ,BSE,BSE
131459332,513513,ADITYA,ADITYA ISPAT,0.0,,0.0,0.01,1,EQ,BSE,BSE
133412100,521141,ADITYASP,ADITYA SPINNERS,0.0,,0.0,0.01,1,EQ,BSE,BSE
62721,245,ADL,ARCHIDPLY DECOR,0.0,,0.0,0.01,1,EQ,NSE,NSE
130907908,511359,ADMANUM,AD-MANUM FINANCE,0.0,,0.0,0.01,1,EQ,BSE,BSE
8705,34,ADOR,ADOR WELDING,0.0,,0.0,0.1,1,EQ,NSE,NSE
133918724,523120,ADORMUL,ADOR MULTIPRODUCTS,0.0,,0.0,0.05,1,EQ,BSE,BSE
1267969,4953,ADROITINFO,ADROIT INFOTECH,0.0,,0.0,0.01,1,EQ,NSE,NSE
3792129,14813,ADSL,ALLIED DIGITAL SERV.,0.0,,0.0,0.01,1,EQ,NSE,NSE
139311364,544185,ADTECH,ADTECH SYSTEMS,0.0,,0.0,0.01,1,EQ,BSE,BSE
139066884,543230,ADVAIT,ADVAIT ENERGY TRANSITIONS LIMI,0.0,,0.0,0.05,1,EQ,BSE,BSE
194406913,759402,ADVANCE,ADVANCE AGROLIFE,0.0,,0.0,0.01,1,EQ,NSE,NSE
3774721,14745,ADVANIHOTR,ADVANI HOT.& RES.(I),0.0,,0.0,0.01,1,EQ,NSE,NSE
194500865,759769,ADVENTHTL,ADVENT HOTELS INTERNATI L,0.0,,0.0,0.01,1,EQ,NSE,NSE
4617985,18039,ADVENZYMES,ADVANCED ENZYME TECH,0.0,,0.0,0.05,1,EQ,NSE,NSE
138181892,539773,ADVIKCA,ADVIK CAPITAL ,0.0,,0.0,0.01,1,EQ,BSE,BSE
136111620,531686,ADVIKLA,ADVIK LABORATORIES,0.0,,0.0,0.01,1,EQ,BSE,BSE
133388292,521048,ADVLIFE,ADVANCE LIFESTYLES,0.0,,0.0,0.01,1,EQ,BSE,BSE
134740740,526331,ADVMULT,ADVANCE MULTITECH,0.0,,0.0,0.01,1,EQ,BSE,BSE
129778436,506947,ADVPETR-B,ADVANCE PETROCHEMICALS,0.0,,0.0,0.05,1,EQ,BSE,BSE
10241,40,AEGISLOG,AEGIS LOGISTICS,0.0,,0.0,0.05,1,EQ,NSE,NSE
193878017,757336,AEGISVOPAK,AEGIS VOPAK TERMINALS,0.0,,0.0,0.05,1,EQ,NSE,NSE
134769412,526443,AEIM,ARTIFICIAL ELECTRONICS INTELLI,0.0,,0.0,0.05,1,EQ,BSE,BSE
138034180,539196,AEL,AMBA ENTERPRISES,0.0,,0.0,0.05,1,EQ,BSE,BSE
134296068,524594,AEONXDIGI,AEONX DIGITAL TECHNOLOGY LIMIT,0.0,,0.0,0.05,1,EQ,BSE,BSE
138923524,542670,AEPL,ARTEMIS ELECTRICALS AND PROJEC,0.0,,0.0,0.01,1,EQ,BSE,BSE
3075841,12015,AEROENTER,AEROFLEX ENTERPRISES,0.0,,0.0,0.01,1,EQ,NSE,NSE
4676609,18268,AEROFLEX,AEROFLEX INDUSTRIES,0.0,,0.0,0.01,1,EQ,NSE,NSE
3504385,13689,AERONEU,AEROFLEX NEU,0.0,,0.0,0.01,1,EQ,NSE,NSE
136891652,534733,AERPACE,AERPACE INDUSTRIES ,0.0,,0.0,0.01,1,EQ,BSE,BSE
2511361,9810,AETHER,AETHER INDUSTRIES,0.0,,0.0,0.05,1,EQ,NSE,NSE
6650113,25977,AFCONS,AFCONS INFRASTRUCTURE,0.0,,0.0,0.05,1,EQ,NSE,NSE
137817860,538351,AFEL,A.F. ENTERPRISES,0.0,,0.0,0.01,1,EQ,BSE,BSE
2903809,11343,AFFLE,AFFLE 3I,0.0,,0.0,0.1,1,EQ,NSE,NSE
6618881,25855,AFFORDABLE,AFFORD ROBO & AUTO,0.0,,0.0,0.01,1,EQ,NSE,NSE
6184705,24159,AFIL,AKME FINTRADE (INDIA),0.0,,0.0,0.01,1,EQ,NSE,NSE
3401729,13288,AFSL,ABANS FINANCIAL SRVCS,0.0,,0.0,0.01,1,EQ,NSE,NSE
867585,3389,AGARIND,AGARWAL INDS CORP,0.0,,0.0,0.05,1,EQ,NSE,NSE
135875844,530765,AGARWAL,AGARWAL FORTUNE INDIA,0.0,,0.0,0.01,1,EQ,BSE,BSE
7539713,29452,AGARWALEYE,DR AGARWALS HEALTH CARE L,0.0,,0.0,0.05,1,EQ,NSE,NSE
361473,1412,AGI,AGI GREENPAC,0.0,,0.0,0.05,1,EQ,NSE,NSE
6257921,24445,AGIIL,AGI INFRA,0.0,,0.0,0.05,1,EQ,NSE,NSE
132101124,516020,AGIOPAPER,AGIO PAPER & INDUSTRIES,0.0,,0.0,0.01,1,EQ,BSE,BSE
138900228,542579,AGOL,ASHAPURI GOLD ORNAMENT ,0.0,,0.0,0.01,1,EQ,BSE,BSE
138123780,539546,AGRIBIO,AGRIBIO SPIRITS,0.0,,0.0,0.05,1,EQ,BSE,BSE
2834433,11072,AGRITECH,AGRI-TECH (INDIA),0.0,,0.0,0.01,1,EQ,NSE,NSE
2315777,9046,AGROPHOS,AGRO PHOS INDIA,0.0,,0.0,0.01,1,EQ,NSE,NSE
139123460,543451,AGSTRA,AGS TRANSACT TECHNOLOGIES LIMI,0.0,,0.0,0.01,1,EQ,BSE,BSE
129684228,506579,AGVENTURES,AG VENTURES,0.0,,0.0,0.05,1,EQ,BSE,BSE
139391236,544497,AHCL,ANLON HEALTHCARE,0.0,,0.0,0.05,1,EQ,BSE,BSE
513025,2004,AHLADA,AHLADA ENGINEERS,0.0,,0.0,0.01,1,EQ,NSE,NSE
4976129,19438,AHLEAST,ASIAN HOTELS (EAST),0.0,,0.0,0.01,1,EQ,NSE,NSE
4565249,17833,AHLUCONT,AHLUWALIA CONT IND,0.0,,0.0,0.05,1,EQ,NSE,NSE
133701892,522273,AHMDSTE,AHMEDABAD STEELCRAFT,0.0,,0.0,0.05,1,EQ,BSE,BSE
3350017,13086,AIAENG,AIA ENGINEERING,0.0,,0.0,0.1,1,EQ,NSE,NSE
136398340,532806,AICHAMP,AI CHAMPDANY INDUSTRIES,0.0,,0.0,0.01,1,EQ,BSE,BSE
138886148,542524,AIHL,AMBASSADOR INTRA HOLDINGS LIMI,0.0,,0.0,0.01,1,EQ,BSE,BSE
6029569,23553,AIIL,AUTHUM INVEST & INFRA,0.0,,0.0,0.1,1,EQ,NSE,NSE
134217732,524288,AIMCOPEST,AIMCO PESTICIDES,0.0,,0.0,0.01,1,EQ,BSE,BSE
136720388,534064,AIML,ALLIANCE INTEGRATED METALIKS L,0.0,,0.0,0.01,1,EQ,BSE,BSE
2533633,9897,AIRAN,AIRAN,0.0,,0.0,0.01,1,EQ,NSE,NSE
130285828,508929,AIRLTD,AVISHKAR INFRA REALTY,0.0,,0.0,0.05,1,EQ,BSE,BSE
1553409,6068,AIROLAM,AIRO LAM,0.0,,0.0,0.01,1,EQ,NSE,NSE
227880196,890157,AIRTELPP,BHARTI AIRTEL ,0.0,,0.0,0.05,1,EQ,BSE,BSE
2079745,8124,AJANTPHARM,AJANTA PHARMA,0.0,,0.0,0.1,1,EQ,NSE,NSE
132919300,519216,AJANTSOY,AJANTA SOYA,0.0,,0.0,0.01,1,EQ,BSE,BSE
7583745,29624,AJAXENGG,AJAX ENGINEERING,0.0,,0.0,0.05,1,EQ,NSE,NSE
130993156,511692,AJCON,AJCON GLOBAL SERVICES,0.0,,0.0,0.01,1,EQ,BSE,BSE
4430593,17307,AJMERA,AJMERA REALTY & INF I,0.0,,0.0,0.1,1,EQ,NSE,NSE
871169,3403,AJOONI,AJOONI BIOTECH,0.0,,0.0,0.01,1,EQ,NSE,NSE
3458561,13510,AKASH,AKASH INFRA-PROJECTS,0.0,,0.0,0.01,1,EQ,NSE,NSE
135807748,530499,AKCAPIT,A.K.CAPITAL SERVICES,0.0,,0.0,0.05,1,EQ,BSE,BSE
557057,2176,AKG,AKG EXIM,0.0,,0.0,0.01,1,EQ,NSE,NSE
3811841,14890,AKI,AKI INDIA,0.0,,0.0,0.01,1,EQ,NSE,NSE
2446849,9558,AKSHAR,AKSHAR SPINTEX,0.0,,0.0,0.01,1,EQ,NSE,NSE
5165569,20178,AKSHARCHEM,AKSHARCHEM INDIA,0.0,,0.0,0.05,1,EQ,NSE,NSE
2199297,8591,AKSHOPTFBR,AKSH OPTIFIBRE,0.0,,0.0,0.01,1,EQ,NSE,NSE
6327041,24715,AKUMS,AKUMS DRUGS AND PHARMA L,0.0,,0.0,0.05,1,EQ,NSE,NSE
375553,1467,AKZOINDIA,AKZO NOBEL INDIA,0.0,,0.0,0.1,1,EQ,NSE,NSE
2539777,9921,ALANKIT,ALANKIT,0.0,,0.0,0.01,1,EQ,NSE,NSE
138013444,539115,ALANSCOTT,ALAN SCOTT ENTERPRISES,0.0,,0.0,0.05,1,EQ,BSE,BSE
4417537,17256,ALBERTDAVD,ALBERT DAVID,0.0,,0.0,0.05,1,EQ,NSE,NSE
136040708,531409,ALCHCORP,ALCHEMIST CORPORATION,0.0,,0.0,0.01,1,EQ,BSE,BSE
20225,79,ALEMBICLTD,ALEMBIC,0.0,,0.0,0.01,1,EQ,NSE,NSE
130934532,511463,ALEXANDER,ALEXANDER STAMPS AND COIN LIMI,0.0,,0.0,0.01,1,EQ,BSE,BSE
135929092,530973,ALFAICA,ALFA ICA (INDIA),0.0,,0.0,0.01,1,EQ,BSE,BSE
132491780,517546,ALFATRAN,ALFA TRANSFORMERS,0.0,,0.0,0.01,1,EQ,BSE,BSE
135975940,531156,ALFAVIO,ALFAVISION OVERSEAS (INDIA) LT,0.0,,0.0,0.01,1,EQ,BSE,BSE
137971716,538952,ALFL,ABHINAV LEASING & FINANCE LIMI,0.0,,0.0,0.01,1,EQ,BSE,BSE
129335300,505216,ALFREDHE,ALFRED HERBERT (INDIA),0.0,,0.0,0.05,1,EQ,BSE,BSE
129465604,505725,ALGOQUANT,ALGOQUANT FINTECH,0.0,,0.0,0.01,1,EQ,BSE,BSE
3495937,13656,ALICON,ALICON CASTALLOY,0.0,,0.0,0.05,1,EQ,NSE,NSE
1347841,5265,ALIVUS,ALIVUS LIFE SCIENCES,0.0,,0.0,0.05,1,EQ,NSE,NSE
4341505,16959,ALKALI,ALKALI METALS,0.0,,0.0,0.01,1,EQ,NSE,NSE
2995969,11703,ALKEM,ALKEM LABORATORIES,0.0,,0.0,0.5,1,EQ,NSE,NSE
1148673,4487,ALKYLAMINE,ALKYL AMINES CHEM.,0.0,,0.0,0.1,1,EQ,NSE,NSE
3456257,13501,ALLCARGO,ALLCARGO LOGISTICS,0.0,,0.0,0.01,1,EQ,NSE,NSE
3020289,11798,ALLDIGI,ALLDIGI TECH,0.0,,0.0,0.05,1,EQ,NSE,NSE
194162689,758448,ALLTIME,ALL TIME PLASTICS,0.0,,0.0,0.05,1,EQ,NSE,NSE
4280065,16719,ALMONDZ,ALMONDZ GLOBAL SEC,0.0,,0.0,0.01,1,EQ,NSE,NSE
4524801,17675,ALOKINDS,ALOK INDUSTRIES,0.0,,0.0,0.01,1,EQ,NSE,NSE
3801089,14848,ALPA,ALPA LABORATORIES,0.0,,0.0,0.01,1,EQ,NSE,NSE
3736833,14597,ALPHAGEO,ALPHAGEO (INDIA),0.0,,0.0,0.01,1,EQ,NSE,NSE
138949124,542770,ALPHALOGIC,ALPHALOGIC TECHSYS ,0.0,,0.0,0.01,1,EQ,BSE,BSE
134788868,526519,ALPINEHOU,ALPINE HOUSING DEVELOPMENT COR,0.0,,0.0,0.05,1,EQ,BSE,BSE
1039361,4060,ALPSINDUS,ALPS INDUSTRIES,0.0,,0.0,0.01,1,EQ,NSE,NSE
137194500,535916,ALSL,ALACRITY SECURITIES,0.0,,0.0,0.01,1,EQ,BSE,BSE
138054916,539277,ALSTONE,ALSTONE TEXTILES (INDIA),0.0,,0.0,0.01,1,EQ,BSE,BSE
134306308,524634,ALUFLUOR,ALUFLUORIDE,0.0,,0.0,0.05,1,EQ,BSE,BSE
129688836,506597,AMAL,AMAL,0.0,,0.0,0.05,1,EQ,BSE,BSE
128415236,501622,AMALGAM,AMALGAMATED ELECTRICITY CO.LTD,0.0,,0.0,0.01,1,EQ,BSE,BSE
194280705,758909,AMANTA,AMANTA HEALTHCARE,0.0,,0.0,0.01,1,EQ,NSE,NSE
133400836,521097,AMARJOTHI,AMARJOTHI SPINNING MILLS,0.0,,0.0,0.05,1,EQ,BSE,BSE
137948932,538863,AMARNATH,SRI AMARNATH FINANCE,0.0,,0.0,0.01,1,EQ,BSE,BSE
137847044,538465,AMARSEC,AMARNATH SECURITIES,0.0,,0.0,0.01,1,EQ,BSE,BSE
128002308,500009,AMBALALSA,AMBALAL SARABHAI ENTERPRISES L,0.0,,0.0,0.01,1,EQ,BSE,BSE
132984580,519471,AMBARPIL,AMBAR PROTEIN INDUSTRIES LIMIT,0.0,,0.0,0.05,1,EQ,BSE,BSE
303361,1185,AMBER,AMBER ENTERPRISES (I),0.0,,0.0,0.5,1,EQ,NSE,NSE
2942977,11496,AMBICAAGAR,AMBICA AGAR & AROMAINDLTD,0.0,,0.0,0.01,1,EQ,NSE,NSE
3899905,15234,AMBIKCO,AMBIKA COTTON MILL,0.0,,0.0,0.1,1,EQ,NSE,NSE
134768388,526439,AMBIT,AMBITIOUS PLASTOMAC COMPANY LT,0.0,,0.0,0.01,1,EQ,BSE,BSE
325121,1270,AMBUJACEM,AMBUJA CEMENTS,0.0,,0.0,0.05,1,EQ,NSE,NSE
135714052,530133,AMCOIND,AMCO INDIA,0.0,,0.0,0.01,1,EQ,BSE,BSE
3685889,14398,AMDIND,AMD INDUSTRIES,0.0,,0.0,0.01,1,EQ,NSE,NSE
136110340,531681,AMERISE,AMERISE BIOSCIENCES,0.0,,0.0,0.01,1,EQ,BSE,BSE
131357956,513117,AMFORG,AMFORGE INDUSTRIES,0.0,,0.0,0.01,1,EQ,BSE,BSE
138693380,541771,AMINTAN,AMIN TANNERY,0.0,,0.0,0.01,1,EQ,BSE,BSE
136012804,531300,AMITINT,AMIT INTERNATIONAL,0.0,,0.0,0.01,1,EQ,BSE,BSE
136078596,531557,AMITSEC,AMIT SECURITIES,0.0,,0.0,0.01,1,EQ,BSE,BSE
665089,2598,AMJLAND,AMJ LAND HOLDINGS,0.0,,0.0,0.01,1,EQ,NSE,NSE
5085953,19867,AMNPLST,AMINES & PLASTICIZERS,0.0,,0.0,0.01,1,EQ,NSE,NSE
137144068,535719,AMPVOLTS,AMPVOLTS,0.0,,0.0,0.01,1,EQ,BSE,BSE
136189700,531991,AMRAAGRI,AMRAWORLD AGRICO,0.0,,0.0,0.01,1,EQ,BSE,BSE
134717700,526241,AMRAPLIN,AMRAPALI INDUSTRIES,0.0,,0.0,0.01,1,EQ,BSE,BSE
4492033,17547,AMRUTANJAN,AMRUTAJAN HEALTH,0.0,,0.0,0.05,1,EQ,NSE,NSE
138256900,540066,AMS,AMS POLYMERS,0.0,,0.0,0.01,1,EQ,BSE,BSE
136860676,534612,AMTL,ADVANCE METERING TECHNOLOGY LT,0.0,,0.0,0.01,1,EQ,BSE,BSE
128417284,501630,ANANDPROJ,ANAND PROJECTS,0.0,,0.0,0.01,1,EQ,BSE,BSE
1829121,7145,ANANDRATHI,ANAND RATHI WEALTH,0.0,,0.0,0.1,1,EQ,NSE,NSE
139412228,544579,ANANTAM,ANANTAM HIGHWAYS TRUST,0.0,,0.0,0.01,1,EQ,BSE,BSE
3486721,13620,ANANTRAJ,ANANT RAJ,0.0,,0.0,0.05,1,EQ,NSE,NSE
42497,166,ANDHRAPAP,ANDHRA PAPER,0.0,,0.0,0.01,1,EQ,NSE,NSE
128003076,500012,ANDHRAPET,ANDHRA PETROCHEMICALS,0.0,,0.0,0.01,1,EQ,BSE,BSE
34817,136,ANDHRSUGAR,ANDHRA SUGARS,0.0,,0.0,0.01,1,EQ,NSE,NSE
134700292,526173,ANDREWYU,ANDREW YULE & COMPANY,0.0,,0.0,0.01,1,EQ,BSE,BSE
138417668,540694,ANG,ANG LIFESCIENCES INDIA ,0.0,,0.0,0.01,1,EQ,BSE,BSE
82945,324,ANGELONE,ANGEL ONE,0.0,,0.0,0.1,1,EQ,NSE,NSE
4264193,16657,ANIKINDS,ANIK INDUSTRIES,0.0,,0.0,0.01,1,EQ,NSE,NSE
135860484,530705,ANIRIT,ANIRIT VENTURES,0.0,,0.0,0.01,1,EQ,BSE,BSE
135993092,531223,ANJANI,ANJANI SYNTHETICS,0.0,,0.0,0.01,1,EQ,BSE,BSE
136160772,531878,ANJANIFIN,ANJANI FINANCE,0.0,,0.0,0.01,1,EQ,BSE,BSE
130855172,511153,ANJANIFOODS,ANJANI FOODS ,0.0,,0.0,0.01,1,EQ,BSE,BSE
136108292,531673,ANKIN,ANKA INDIA,0.0,,0.0,0.01,1,EQ,BSE,BSE
136414724,532870,ANKITMETAL,ANKIT METAL & POWER,0.0,,0.0,0.01,1,EQ,BSE,BSE
954113,3727,ANMOL,ANMOL INDIA,0.0,,0.0,0.01,1,EQ,NSE,NSE
135884548,530799,ANNAINFRA,ANNA INFRASTRUCTURES,0.0,,0.0,0.01,1,EQ,BSE,BSE
128003332,500013,ANSALAPI,ANSAL PROPERTIES & INFRASTRUCT,0.0,,0.0,0.01,1,EQ,BSE,BSE
133889796,523007,ANSALBU,ANSAL BUILDWELL,0.0,,0.0,0.05,1,EQ,BSE,BSE
